,gender,match,same_race,age_o,race_o,decision_o,attractiveness_o,sincerity_o,intelligence_o,fun_o,ambition_o,shared_interest_o,like_o,age,field,field_cd,race,race_important,religion_important,from,goal,frequency_of_date,frequency_go_out,career,career_c,decision,attractiveness,sincerity,intelligence,fun,ambition,shared_interest,length,you_call,them_cal
2420,Female,No,No,24.0,Asian/Pacific Islander/Asian-American,Yes,7.0,6.0,6.0,6.0,5.0,7.0,6.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,2.0,8.0,8.0,7.0,8.0,6.0,Just Right,0.0,0.0
2421,Female,No,No,26.0,European/Caucasion-American,No,6.0,,10.0,5.0,,,3.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,4.0,6.0,7.0,7.0,6.0,7.0,Just Right,0.0,0.0
2422,Female,Yes,No,21.0,European/Caucasion-American,Yes,6.0,5.0,6.0,5.0,5.0,5.0,4.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,4.0,7.0,7.0,7.0,7.0,7.0,Just Right,0.0,0.0
2423,Female,No,Yes,27.0,Other,No,6.0,6.0,5.0,5.0,4.0,5.0,6.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,4.0,7.0,7.0,6.0,6.0,7.0,Just Right,0.0,0.0
2424,Female,Yes,No,25.0,European/Caucasion-American,Yes,9.0,8.0,8.0,9.0,8.0,10.0,7.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,8.0,7.0,7.0,5.0,7.0,Just Right,0.0,0.0
2425,Female,No,No,28.0,European/Caucasion-American,No,5.0,9.0,8.0,7.0,8.0,8.0,5.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,1.0,7.0,8.0,8.0,8.0,8.0,Just Right,0.0,0.0
2426,Female,No,No,24.0,European/Caucasion-American,No,4.0,8.0,7.0,6.0,4.0,5.0,6.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,1.0,5.0,7.0,8.0,7.0,8.0,Just Right,0.0,0.0
2427,Female,Yes,No,25.0,Asian/Pacific Islander/Asian-American,Yes,5.0,8.0,8.0,6.0,8.0,9.0,8.0,23.0,International Affairs,Political Science/ International Affairs,Other,5.0,8.0,Ohio,To meet new people,Once a week,Several times a week,Business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,4.0,6.0,7.0,6.0,7.0,7.0,Just Right,0.0,0.0
2428,Female,Yes,No,34.0,European/Caucasion-American,Yes,10.0,10.0,10.0,7.0,10.0,6.0,9.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,7.0,8.0,6.0,7.0,5.0,Just Right,,
2429,Female,No,Yes,25.0,Asian/Pacific Islander/Asian-American,No,3.0,8.0,8.0,4.0,7.0,6.0,2.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,6.0,5.0,6.0,6.0,7.0,4.0,Just Right,,
2430,Female,Yes,Yes,24.0,Asian/Pacific Islander/Asian-American,Yes,8.0,7.0,7.0,6.0,7.0,8.0,7.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,8.0,7.0,6.0,5.0,6.0,Just Right,,
2431,Female,No,No,26.0,European/Caucasion-American,No,,,,,,,,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,5.0,5.0,5.0,5.0,5.0,5.0,Just Right,,
2432,Female,No,No,21.0,European/Caucasion-American,No,6.0,5.0,7.0,5.0,5.0,7.0,4.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,7.0,5.0,6.0,8.0,6.0,4.0,Just Right,,
2433,Female,No,No,27.0,Other,No,8.0,8.0,5.0,6.0,4.0,5.0,7.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,6.0,7.0,7.0,5.0,5.0,3.0,Just Right,,
2434,Female,No,No,25.0,European/Caucasion-American,Yes,9.0,,8.0,7.0,9.0,3.0,7.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,7.0,6.0,8.0,6.0,2.0,Just Right,,
2435,Female,Yes,No,28.0,European/Caucasion-American,Yes,7.0,8.0,7.0,7.0,8.0,7.0,6.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,8.0,6.0,7.0,8.0,7.0,6.0,Just Right,,
2436,Female,No,No,24.0,European/Caucasion-American,No,7.0,8.0,9.0,3.0,9.0,3.0,5.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,8.0,7.0,9.0,6.0,7.0,7.0,Just Right,,
2437,Female,No,Yes,25.0,Asian/Pacific Islander/Asian-American,No,6.0,9.0,9.0,3.0,9.0,6.0,5.0,28.0,MBA,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,10.0,1.0,California,To meet new people,Several times a year,Once a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,8.0,8.0,6.0,7.0,6.0,Just Right,,
2438,Female,No,Yes,34.0,European/Caucasion-American,No,8.0,10.0,10.0,10.0,10.0,10.0,9.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,5.0,7.0,7.0,5.0,6.0,5.0,Just Right,,
2439,Female,No,No,25.0,Asian/Pacific Islander/Asian-American,No,2.0,9.0,9.0,8.0,9.0,5.0,6.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,2.0,3.0,3.0,3.0,5.0,2.0,Just Right,,
2440,Female,No,No,24.0,Asian/Pacific Islander/Asian-American,No,5.0,5.0,7.0,8.0,5.0,2.0,4.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,2.0,6.0,7.0,2.0,4.0,2.0,Just Right,,
2441,Female,No,Yes,26.0,European/Caucasion-American,No,4.0,,,,,,5.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,4.0,6.0,7.0,5.0,,4.0,Just Right,,
2442,Female,No,Yes,21.0,European/Caucasion-American,No,3.0,4.0,5.0,5.0,5.0,5.0,2.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,1.0,6.0,6.0,3.0,4.0,2.0,Just Right,,
2443,Female,No,No,27.0,Other,No,5.0,6.0,6.0,5.0,9.0,5.0,5.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,4.0,6.0,6.0,3.0,5.0,4.0,Just Right,,
2444,Female,No,Yes,25.0,European/Caucasion-American,No,5.0,,5.0,8.0,5.0,,4.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,6.0,7.0,7.0,8.0,8.0,3.0,Just Right,,
2445,Female,No,Yes,28.0,European/Caucasion-American,No,5.0,7.0,7.0,6.0,6.0,6.0,5.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,7.0,7.0,6.0,8.0,7.0,Just Right,,
2446,Female,No,Yes,24.0,European/Caucasion-American,No,6.0,8.0,6.0,7.0,9.0,4.0,6.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,7.0,8.0,8.0,8.0,7.0,Just Right,,
2447,Female,No,No,25.0,Asian/Pacific Islander/Asian-American,No,6.0,8.0,8.0,6.0,8.0,7.0,8.0,22.0,international affairs/international finance,Political Science/ International Affairs,European/Caucasion-American,8.0,3.0,"San Diego, CA",To meet new people,Once a month,Twice a week,management consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,5.0,7.0,7.0,6.0,7.0,5.0,Just Right,,
2448,Female,No,No,34.0,European/Caucasion-American,Yes,8.0,10.0,10.0,8.0,9.0,7.0,8.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,No,5.0,7.0,7.0,5.0,,4.0,Just Right,,
2449,Female,No,Yes,25.0,Asian/Pacific Islander/Asian-American,No,3.0,7.0,7.0,6.0,8.0,9.0,7.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,Yes,7.0,7.0,7.0,6.0,,,Just Right,,
2450,Female,Yes,Yes,24.0,Asian/Pacific Islander/Asian-American,Yes,5.0,6.0,6.0,2.0,,5.0,3.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,Yes,5.0,7.0,7.0,5.0,,,Just Right,,
2451,Female,No,No,26.0,European/Caucasion-American,No,,,,,,,,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,No,4.0,7.0,7.0,5.0,,,Just Right,,
2452,Female,No,No,21.0,European/Caucasion-American,Yes,5.0,5.0,6.0,5.0,5.0,5.0,3.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,No,5.0,6.0,7.0,5.0,,,Just Right,,
2453,Female,No,No,27.0,Other,No,5.0,8.0,8.0,5.0,5.0,6.0,6.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,Yes,7.0,7.0,7.0,5.0,,,Just Right,,
2454,Female,No,No,25.0,European/Caucasion-American,No,3.0,9.0,8.0,9.0,,9.0,5.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,Yes,7.0,5.0,7.0,7.0,5.0,,Just Right,,
2455,Female,No,No,28.0,European/Caucasion-American,No,5.0,8.0,7.0,7.0,5.0,5.0,6.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,Yes,8.0,7.0,7.0,7.0,7.0,,Just Right,,
2456,Female,No,No,24.0,European/Caucasion-American,No,4.0,7.0,6.0,6.0,6.0,4.0,5.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,No,6.0,6.0,7.0,5.0,,,Just Right,,
2457,Female,No,Yes,25.0,Asian/Pacific Islander/Asian-American,No,3.0,9.0,9.0,6.0,10.0,9.0,8.0,35.0,Health policy,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,5.0,5.0,New York,To meet new people,Twice a month,Twice a week,health policy,Doctor/Medicine,Yes,7.0,8.0,8.0,,,,Just Right,,
2458,Female,No,No,34.0,European/Caucasion-American,Yes,10.0,10.0,10.0,10.0,10.0,5.0,8.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,3.0,7.0,6.0,4.0,6.0,7.0,Too little,,
2459,Female,No,No,25.0,Asian/Pacific Islander/Asian-American,Yes,8.0,8.0,9.0,9.0,9.0,10.0,10.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,4.0,6.0,6.0,5.0,6.0,6.0,Too little,,
2460,Female,No,No,24.0,Asian/Pacific Islander/Asian-American,Yes,7.0,7.0,7.0,8.0,7.0,6.0,6.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,4.0,8.0,7.0,6.0,6.0,7.0,Too little,,
2461,Female,No,No,26.0,European/Caucasion-American,Yes,7.0,7.0,7.0,8.0,,,7.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,4.0,8.0,7.0,6.0,6.0,7.0,Too little,,
2462,Female,No,No,21.0,European/Caucasion-American,No,7.0,6.0,6.0,6.0,5.0,6.0,3.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,4.0,8.0,7.0,6.0,7.0,6.0,Too little,,
2463,Female,No,No,27.0,Other,No,7.0,8.0,8.0,8.0,8.0,7.0,8.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,4.0,8.0,7.0,5.0,7.0,7.0,Too little,,
2464,Female,Yes,No,25.0,European/Caucasion-American,Yes,10.0,8.0,10.0,9.0,9.0,5.0,9.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,Yes,7.0,6.0,7.0,7.0,7.0,7.0,Too little,,
2465,Female,No,No,28.0,European/Caucasion-American,Yes,8.0,8.0,9.0,8.0,8.0,6.0,7.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,4.0,7.0,6.0,4.0,6.0,5.0,Too little,,
2466,Female,No,No,24.0,European/Caucasion-American,Yes,7.0,7.0,8.0,8.0,6.0,4.0,7.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,6.0,6.0,6.0,6.0,5.0,4.0,Too little,,
2467,Female,No,No,25.0,Asian/Pacific Islander/Asian-American,Yes,9.0,9.0,9.0,8.0,8.0,8.0,9.0,30.0,English and Comp Lit,English/Creative Writing / Journalism,Latino/Hispanic American,5.0,1.0,California,Seemed like a fan night out,Several times a year,Once a week,academics,Academic / Research,No,5.0,7.0,7.0,8.0,8.0,7.0,Too little,,
2468,Female,Yes,No,34.0,European/Caucasion-American,Yes,10.0,9.0,8.0,8.0,9.0,9.0,6.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,8.0,7.0,8.0,7.0,6.0,Too little,0.0,1.0
2469,Female,No,Yes,25.0,Asian/Pacific Islander/Asian-American,Yes,9.0,10.0,8.0,8.0,8.0,5.0,9.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,4.0,4.0,4.0,3.0,3.0,3.0,Too little,0.0,1.0
2470,Female,No,Yes,24.0,Asian/Pacific Islander/Asian-American,Yes,7.0,7.0,,,,,6.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,6.0,7.0,7.0,5.0,5.0,6.0,Too little,0.0,1.0
2471,Female,No,No,26.0,European/Caucasion-American,Yes,,,7.0,7.0,,,7.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,5.0,5.0,5.0,5.0,5.0,4.0,Too little,0.0,1.0
2472,Female,No,No,21.0,European/Caucasion-American,Yes,8.0,8.0,5.0,8.0,5.0,8.0,6.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,7.0,8.0,8.0,7.0,8.0,5.0,Too little,0.0,1.0
2473,Female,No,No,27.0,Other,No,6.0,8.0,8.0,6.0,6.0,5.0,6.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,7.0,6.0,7.0,6.0,6.0,5.0,Too little,0.0,1.0
2474,Female,No,No,25.0,European/Caucasion-American,Yes,7.0,5.0,7.0,7.0,,,6.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,7.0,7.0,8.0,7.0,6.0,Too little,0.0,1.0
2475,Female,No,No,28.0,European/Caucasion-American,Yes,7.0,8.0,7.0,7.0,8.0,7.0,6.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,7.0,8.0,8.0,8.0,7.0,Too little,0.0,1.0
2476,Female,Yes,No,24.0,European/Caucasion-American,Yes,7.0,7.0,8.0,8.0,6.0,4.0,7.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,9.0,8.0,8.0,9.0,8.0,9.0,Too little,0.0,1.0
2477,Female,No,Yes,25.0,Asian/Pacific Islander/Asian-American,Yes,7.0,8.0,8.0,6.0,7.0,8.0,8.0,24.0,international finance and business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,2.0,2.0,taiwan,Other,Twice a month,Twice a week,financial service or fashion,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,7.0,7.0,7.0,8.0,6.0,5.0,Too little,0.0,1.0
2478,Female,No,No,34.0,European/Caucasion-American,No,10.0,10.0,10.0,8.0,10.0,9.0,9.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,Yes,8.0,9.0,8.0,9.0,10.0,7.0,Too little,0.0,0.0
2479,Female,Yes,No,25.0,Asian/Pacific Islander/Asian-American,Yes,9.0,10.0,8.0,8.0,8.0,5.0,9.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,Yes,6.0,8.0,9.0,6.0,10.0,6.0,Too little,0.0,0.0
2480,Female,Yes,No,24.0,Asian/Pacific Islander/Asian-American,Yes,6.0,8.0,8.0,,8.0,,5.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,Yes,8.0,8.0,9.0,7.0,9.0,7.0,Too little,0.0,0.0
2481,Female,No,No,26.0,European/Caucasion-American,No,,,,,,,,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,No,4.0,4.0,4.0,4.0,4.0,4.0,Too little,0.0,0.0
2482,Female,No,No,21.0,European/Caucasion-American,Yes,6.0,7.0,5.0,6.0,2.0,5.0,3.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,No,4.0,4.0,4.0,4.0,4.0,4.0,Too little,0.0,0.0
2483,Female,No,No,27.0,Other,No,6.0,7.0,7.0,6.0,7.0,6.0,6.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,Yes,5.0,10.0,8.0,8.0,9.0,4.0,Too little,0.0,0.0
2484,Female,Yes,No,25.0,European/Caucasion-American,Yes,6.0,9.0,,9.0,,,7.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,Yes,5.0,5.0,6.0,10.0,5.0,4.0,Too little,0.0,0.0
2485,Female,Yes,No,28.0,European/Caucasion-American,Yes,8.0,8.0,8.0,8.0,8.0,5.0,7.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,Yes,8.0,9.0,8.0,8.0,8.0,4.0,Too little,0.0,0.0
2486,Female,No,No,24.0,European/Caucasion-American,No,7.0,7.0,6.0,5.0,6.0,3.0,3.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,No,6.0,4.0,4.0,9.0,5.0,9.0,Too little,0.0,0.0
2487,Female,Yes,No,25.0,Asian/Pacific Islander/Asian-American,Yes,8.0,10.0,8.0,6.0,9.0,9.0,8.0,22.0,Sociomedical Sciences- School of Public Health,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,8.0,"Brooklyn, NY",Seemed like a fan night out,Once a month,Once a month,academic research,Academic / Research,Yes,8.0,8.0,9.0,8.0,9.0,9.0,Too little,0.0,0.0
2488,Female,No,No,34.0,European/Caucasion-American,No,8.0,10.0,10.0,8.0,9.0,6.0,7.0,22.0,Epidemiology,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,5.0,New Jersey,Seemed like a fan night out,Twice a month,Once a week,Epidemiologist,Doctor/Medicine,Yes,7.0,8.0,8.0,8.0,9.0,8.0,Too little,0.0,0.0
2489,Female,No,No,25.0,Asian/Pacific Islander/Asian-American,Yes,6.0,8.0,9.0,9.0,9.0,5.0,9.0,22.0,Epidemiology,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,5.0,New Jersey,Seemed like a fan night out,Twice a month,Once a week,Epidemiologist,Doctor/Medicine,No,7.0,7.0,8.0,9.0,8.0,8.0,Too little,0.0,0.0
2490,Female,No,No,24.0,Asian/Pacific Islander/Asian-American,No,5.0,7.0,6.0,5.0,5.0,,4.0,22.0,Epidemiology,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,5.0,New Jersey,Seemed like a fan night out,Twice a month,Once a week,Epidemiologist,Doctor/Medicine,No,6.0,8.0,10.0,9.0,10.0,8.0,Too little,0.0,0.0
2491,Female,No,No,26.0,European/Caucasion-American,No,,,,,,,5.0,22.0,Epidemiology,"Medican Science, Pharmaceuticals, and Bio Tech",Black/African American,7.0,5.0,New Jersey,Seemed like a fan night out,Twice a month,Once a week,Epidemiologist,Doctor/Medicine,No,6.0,8.0,9.0,8.0,9.0,9.0,Too little,0.0,0.0
